Entity,Code,Year,Official development assistance (ODA) by recipient (Official donors),1012392-annotations
Thailand,THA,1978,668268350,
Thailand,THA,1979,896148200,
Thailand,THA,1980,910443460,
Thailand,THA,1981,870163840,
Thailand,THA,1982,892103740,
Thailand,THA,1983,911778750,
Thailand,THA,1984,1016044700,
Thailand,THA,1985,996293300,
Thailand,THA,1986,782399600,
Thailand,THA,1987,660037570,
Thailand,THA,1988,669432450,
Thailand,THA,1989,862313700,
Thailand,THA,1990,1023684350,
Thailand,THA,1991,874165500,
Thailand,THA,1992,835992770,
Thailand,THA,1993,637077060,
Thailand,THA,1994,571746400,
Thailand,THA,1995,681020900,
Thailand,THA,1996,728080400,
Thailand,THA,1997,623623230,
Thailand,THA,1998,715908540,
Thailand,THA,1999,903813250,
Thailand,THA,2000,596224450,
Thailand,THA,2001,317528670,
Thailand,THA,2002,326514720,
Thailand,THA,2003,-747682050,
Thailand,THA,2004,92873910,
Thailand,THA,2005,-73626220,
Thailand,THA,2006,-124903240,
Thailand,THA,2007,-235326200,
Thailand,THA,2008,-447164400,
Thailand,THA,2009,22801628,
Thailand,THA,2010,40851080,
Thailand,THA,2011,-70911480,
Thailand,THA,2012,-32451648,
Thailand,THA,2013,78787980,
Thailand,THA,2014,334505760,
Thailand,THA,2015,80517210,
Thailand,THA,2016,224240160,
Thailand,THA,2017,253868200,
Thailand,THA,2018,-333423740,
Thailand,THA,2019,-257599820,
Thailand,THA,2020,204899700,
Thailand,THA,2021,142093380,
Thailand,THA,2022,555438800,
Thailand,THA,2023,71448536,
Togo,TGO,1960,970543,
Togo,TGO,1961,22599536,
Togo,TGO,1962,37644224,
Togo,TGO,1963,53980720,
Togo,TGO,1964,110161620,
Togo,TGO,1965,97454104,
Togo,TGO,1966,84239336,
Togo,TGO,1967,96271360,
Togo,TGO,1968,133038440,
Togo,TGO,1969,115410010,
Togo,TGO,1970,116834030,
Togo,TGO,1971,119516670,
Togo,TGO,1972,120748820,
Togo,TGO,1973,123535870,
Togo,TGO,1974,168056460,
Togo,TGO,1975,155189250,
Togo,TGO,1976,162729760,
Togo,TGO,1977,214350420,
Togo,TGO,1978,292728930,
Togo,TGO,1979,283846750,
Togo,TGO,1980,208323140,
Togo,TGO,1981,155881860,
Togo,TGO,1982,196830530,
Togo,TGO,1983,292356320,
Togo,TGO,1984,300270700,
Togo,TGO,1985,298593820,
Togo,TGO,1986,351527900,
Togo,TGO,1987,220144780,
Togo,TGO,1988,341559840,
Togo,TGO,1989,335461730,
Togo,TGO,1990,381961760,
Togo,TGO,1991,288307520,
Togo,TGO,1992,308034050,
Togo,TGO,1993,133892184,
Togo,TGO,1994,169939730,
Togo,TGO,1995,233645000,
Togo,TGO,1996,181462990,
Togo,TGO,1997,157247200,
Togo,TGO,1998,173484880,
Togo,TGO,1999,95930040,
Togo,TGO,2000,102329890,
Togo,TGO,2001,72090430,
Togo,TGO,2002,78263464,
Togo,TGO,2003,65301812,
Togo,TGO,2004,77358200,
Togo,TGO,2005,94441070,
Togo,TGO,2006,87473900,
Togo,TGO,2007,124049970,
Togo,TGO,2008,307729120,
Togo,TGO,2009,504597600,
Togo,TGO,2010,383166240,
Togo,TGO,2011,510222530,
Togo,TGO,2012,235332590,
Togo,TGO,2013,215667920,
Togo,TGO,2014,201491460,
Togo,TGO,2015,218269710,
Togo,TGO,2016,183540600,
Togo,TGO,2017,366533730,
Togo,TGO,2018,340399550,
Togo,TGO,2019,421658200,
Togo,TGO,2020,572506240,
Togo,TGO,2021,336113600,
Togo,TGO,2022,429636480,
Togo,TGO,2023,584625700,
Tokelau,TKL,1972,3137739,
Tokelau,TKL,1973,2675584,
Tokelau,TKL,1974,5034621,
Tokelau,TKL,1975,1220933,
Tokelau,TKL,1976,7010605,
Tokelau,TKL,1977,5979076,
Tokelau,TKL,1978,4055617.8,
Tokelau,TKL,1979,6773062,
Tokelau,TKL,1980,6570325,
Tokelau,TKL,1981,4732723,
Tokelau,TKL,1982,6546696,
Tokelau,TKL,1983,6334826,
Tokelau,TKL,1984,7030708,
Tokelau,TKL,1985,6614888,
Tokelau,TKL,1986,5822274,
Tokelau,TKL,1987,4302579,
Tokelau,TKL,1988,7535211,
Tokelau,TKL,1989,9648787,
Tokelau,TKL,1990,9752802,
Tokelau,TKL,1991,9220436,
Tokelau,TKL,1992,9413490,
Tokelau,TKL,1993,6029077,
Tokelau,TKL,1994,5887075,
Tokelau,TKL,1995,6436526,
Tokelau,TKL,1996,7904691,
Tokelau,TKL,1997,7469150,
Tokelau,TKL,1998,7385820,
Tokelau,TKL,1999,9750708,
Tokelau,TKL,2000,8289002.5,
Tokelau,TKL,2001,9563125,
Tokelau,TKL,2002,10542841,
Tokelau,TKL,2003,11229543,
Tokelau,TKL,2004,12617850,
Tokelau,TKL,2005,21884482,
Tokelau,TKL,2006,15730405,
Tokelau,TKL,2007,15724707,
Tokelau,TKL,2008,26803852,
Tokelau,TKL,2009,13324009,
Tokelau,TKL,2010,16682989,
Tokelau,TKL,2011,20201530,
Tokelau,TKL,2012,18636340,
Tokelau,TKL,2013,23064924,
Tokelau,TKL,2014,17381234,
Tokelau,TKL,2015,9619894,
Tokelau,TKL,2016,15573131,
Tokelau,TKL,2017,7603565,
Tokelau,TKL,2018,28346012,
Tokelau,TKL,2019,20360514,
Tokelau,TKL,2020,17379124,
Tokelau,TKL,2021,14281388,
Tokelau,TKL,2022,8871537,
Tokelau,TKL,2023,14793527,
Tonga,TON,1960,84339,
Tonga,TON,1961,164976,
Tonga,TON,1962,558493,
Tonga,TON,1963,389742,
Tonga,TON,1964,457269,
Tonga,TON,1965,4067727,
Tonga,TON,1966,4842390,
Tonga,TON,1967,10057024,
Tonga,TON,1968,12633194,
Tonga,TON,1969,4979145,
Tonga,TON,1970,10607780,
Tonga,TON,1971,5096599,
Tonga,TON,1972,7743798,
Tonga,TON,1973,7719673,
Tonga,TON,1974,14605073,
Tonga,TON,1975,15779554,
Tonga,TON,1976,19636078,
Tonga,TON,1977,27178010,
Tonga,TON,1978,29317630,
Tonga,TON,1979,62215584,
Tonga,TON,1980,40729370,
Tonga,TON,1981,43823750,
Tonga,TON,1982,47326452,
Tonga,TON,1983,48155220,
Tonga,TON,1984,40881668,
Tonga,TON,1985,39734340,
Tonga,TON,1986,33564376,
Tonga,TON,1987,41870436,
Tonga,TON,1988,32259274,
Tonga,TON,1989,40600468,
Tonga,TON,1990,43124180,
Tonga,TON,1991,29296976,
Tonga,TON,1992,36891600,
Tonga,TON,1993,42173024,
Tonga,TON,1994,43319596,
Tonga,TON,1995,40440984,
Tonga,TON,1996,38514896,
Tonga,TON,1997,37576104,
Tonga,TON,1998,34285372,
Tonga,TON,1999,31497124,
Tonga,TON,2000,26932742,
Tonga,TON,2001,32846630,
Tonga,TON,2002,32778786,
Tonga,TON,2003,32434754,
Tonga,TON,2004,27794568,
Tonga,TON,2005,38566772,
Tonga,TON,2006,28931546,
Tonga,TON,2007,37342990,
Tonga,TON,2008,28589018,
Tonga,TON,2009,40213708,
Tonga,TON,2010,53886370,
Tonga,TON,2011,76888330,
Tonga,TON,2012,69623580,
Tonga,TON,2013,76837784,
Tonga,TON,2014,75486430,
Tonga,TON,2015,75234330,
Tonga,TON,2016,88853144,
Tonga,TON,2017,89444536,
Tonga,TON,2018,100318104,
Tonga,TON,2019,112357170,
Tonga,TON,2020,166750420,
Tonga,TON,2021,108398136,
Tonga,TON,2022,295050000,
Tonga,TON,2023,128688490,
Trinidad and Tobago,TTO,1961,817581,
Trinidad and Tobago,TTO,1962,5255816,
Trinidad and Tobago,TTO,1963,90501660,
Trinidad and Tobago,TTO,1964,94891210,
Trinidad and Tobago,TTO,1965,114055880,
Trinidad and Tobago,TTO,1966,66831890,
Trinidad and Tobago,TTO,1967,39819080,
Trinidad and Tobago,TTO,1968,31682198,
Trinidad and Tobago,TTO,1969,52814736,
Trinidad and Tobago,TTO,1970,38034044,
Trinidad and Tobago,TTO,1971,26182560,
Trinidad and Tobago,TTO,1972,17539396,
Trinidad and Tobago,TTO,1973,10947443,
Trinidad and Tobago,TTO,1974,15106242,
Trinidad and Tobago,TTO,1975,17792250,
Trinidad and Tobago,TTO,1976,15419907,
Trinidad and Tobago,TTO,1977,7071338,
Trinidad and Tobago,TTO,1978,9881377,
Trinidad and Tobago,TTO,1979,8837283,
Trinidad and Tobago,TTO,1980,8678193,
Trinidad and Tobago,TTO,1981,-5420504,
Trinidad and Tobago,TTO,1982,12450161,
Trinidad and Tobago,TTO,1983,15722743,
Trinidad and Tobago,TTO,1984,14092803,
Trinidad and Tobago,TTO,1985,21203914,
Trinidad and Tobago,TTO,1986,42668340,
Trinidad and Tobago,TTO,1987,62616256,
Trinidad and Tobago,TTO,1988,11529012,
Trinidad and Tobago,TTO,1989,8770848,
Trinidad and Tobago,TTO,1990,26042328,
Trinidad and Tobago,TTO,1991,-2923942,
Trinidad and Tobago,TTO,1992,8857761,
Trinidad and Tobago,TTO,1993,2161923,
Trinidad and Tobago,TTO,1994,27834806,
Trinidad and Tobago,TTO,1995,30543550,
Trinidad and Tobago,TTO,1996,19093020,
Trinidad and Tobago,TTO,1997,46570276,
Trinidad and Tobago,TTO,1998,20307688,
Trinidad and Tobago,TTO,1999,38289440,
Trinidad and Tobago,TTO,2000,-4638864,
Trinidad and Tobago,TTO,2001,-11518062,
Trinidad and Tobago,TTO,2002,-16075554,
Trinidad and Tobago,TTO,2003,-4572837,
Trinidad and Tobago,TTO,2004,-1417457,
Trinidad and Tobago,TTO,2005,-2606928,
Trinidad and Tobago,TTO,2006,13261240,
Trinidad and Tobago,TTO,2007,20272524,
Trinidad and Tobago,TTO,2008,8644504,
Trinidad and Tobago,TTO,2009,7036686,
Trinidad and Tobago,TTO,2010,4721028,
Tunisia,TUN,1960,395275330,
Tunisia,TUN,1961,722902460,
Tunisia,TUN,1962,532907840,
Tunisia,TUN,1963,667500300,
Tunisia,TUN,1964,515874080,
Tunisia,TUN,1965,654449000,
Tunisia,TUN,1966,590519230,
Tunisia,TUN,1967,652794500,
Tunisia,TUN,1968,466339420,
Tunisia,TUN,1969,745835100,
Tunisia,TUN,1970,720085600,
Tunisia,TUN,1971,639236350,
Tunisia,TUN,1972,606943940,
Tunisia,TUN,1973,623697200,
Tunisia,TUN,1974,744786000,
Tunisia,TUN,1975,783117950,
Tunisia,TUN,1976,788693700,
Tunisia,TUN,1977,799102300,
Tunisia,TUN,1978,883519200,
Tunisia,TUN,1979,504480900,
Tunisia,TUN,1980,535636030,
Tunisia,TUN,1981,599702800,
Tunisia,TUN,1982,530987070,
Tunisia,TUN,1983,538456200,
Tunisia,TUN,1984,473478660,
Tunisia,TUN,1985,439695940,
Tunisia,TUN,1986,466789570,
Tunisia,TUN,1987,514243700,
Tunisia,TUN,1988,531167000,
Tunisia,TUN,1989,475973730,
Tunisia,TUN,1990,575337000,
Tunisia,TUN,1991,498091400,
Tunisia,TUN,1992,509035140,
Tunisia,TUN,1993,345758880,
Tunisia,TUN,1994,145169840,
Tunisia,TUN,1995,89321336,
Tunisia,TUN,1996,153611700,
Tunisia,TUN,1997,263181250,
Tunisia,TUN,1998,191107940,
Tunisia,TUN,1999,344680350,
Tunisia,TUN,2000,299541150,
Tunisia,TUN,2001,540105660,
Tunisia,TUN,2002,292145440,
Tunisia,TUN,2003,339077950,
Tunisia,TUN,2004,347741760,
Tunisia,TUN,2005,380687100,
Tunisia,TUN,2006,455775700,
Tunisia,TUN,2007,305254620,
Tunisia,TUN,2008,332530430,
Tunisia,TUN,2009,445023040,
Tunisia,TUN,2010,506588540,
Tunisia,TUN,2011,822386000,
Tunisia,TUN,2012,1015657860,
Tunisia,TUN,2013,666506100,
Tunisia,TUN,2014,804921540,
Tunisia,TUN,2015,560304830,
Tunisia,TUN,2016,718219140,
Tunisia,TUN,2017,864074000,
Tunisia,TUN,2018,809064060,
Tunisia,TUN,2019,1005489600,
Tunisia,TUN,2020,984547600,
Tunisia,TUN,2021,1057635000,
Tunisia,TUN,2022,1200546400,
Tunisia,TUN,2023,1170863900,
Turkey,TUR,1960,1049349250,
Turkey,TUR,1961,1433824600,
Turkey,TUR,1962,1687498000,
Turkey,TUR,1963,1662905900,
Turkey,TUR,1964,1180708100,
Turkey,TUR,1965,1391215000,
Turkey,TUR,1966,1498842000,
Turkey,TUR,1967,1439368800,
Turkey,TUR,1968,1263147800,
Turkey,TUR,1969,1141197800,
Turkey,TUR,1970,1132306800,
Turkey,TUR,1971,1222610000,
Turkey,TUR,1972,1267561600,
Turkey,TUR,1973,391702980,
Turkey,TUR,1974,196888450,
Turkey,TUR,1975,215108800,
Turkey,TUR,1976,511789980,
Turkey,TUR,1977,320999330,
Turkey,TUR,1978,449091420,
Turkey,TUR,1979,1522393200,
Turkey,TUR,1980,2367206700,
Turkey,TUR,1981,1838819800,
Turkey,TUR,1982,1665166700,
Turkey,TUR,1983,913926900,
Turkey,TUR,1984,604307140,
Turkey,TUR,1985,472518900,
Turkey,TUR,1986,690352500,
Turkey,TUR,1987,544914900,
Turkey,TUR,1988,357469000,
Turkey,TUR,1989,190108420,
Turkey,TUR,1990,1781485200,
Turkey,TUR,1991,2248395000,
Turkey,TUR,1992,433621150,
Turkey,TUR,1993,678875800,
Turkey,TUR,1994,230906850,
Turkey,TUR,1995,413634980,
Turkey,TUR,1996,271869700,
Turkey,TUR,1997,-6127132,
Turkey,TUR,1998,35773464,
Turkey,TUR,1999,42320510,
Turkey,TUR,2000,415091940,
Turkey,TUR,2001,282864260,
Turkey,TUR,2002,440287800,
Turkey,TUR,2003,206456320,
Turkey,TUR,2004,326516700,
Turkey,TUR,2005,457835620,
Turkey,TUR,2006,591809600,
Turkey,TUR,2007,749073540,
Turkey,TUR,2008,956653300,
Turkey,TUR,2009,1204218000,
Turkey,TUR,2010,847963970,
Turkey,TUR,2011,2995461000,
Turkey,TUR,2012,3028526000,
Turkey,TUR,2013,2676438300,
Turkey,TUR,2014,3210573300,
Turkey,TUR,2015,2364421600,
Turkey,TUR,2016,3942818800,
Turkey,TUR,2017,3339999500,
Turkey,TUR,2018,1211846000,
Turkey,TUR,2019,752709760,
Turkey,TUR,2020,572739650,
Turkey,TUR,2021,1000758660,
Turkey,TUR,2022,801440600,
Turkey,TUR,2023,1457571500,
Turkmenistan,TKM,1992,11028442,
Turkmenistan,TKM,1993,51485970,
Turkmenistan,TKM,1994,42427936,
Turkmenistan,TKM,1995,45959550,
Turkmenistan,TKM,1996,35350590,
Turkmenistan,TKM,1997,28963392,
Turkmenistan,TKM,1998,35608550,
Turkmenistan,TKM,1999,36852710,
Turkmenistan,TKM,2000,52228550,
Turkmenistan,TKM,2001,104963016,
Turkmenistan,TKM,2002,60136840,
Turkmenistan,TKM,2003,35890400,
Turkmenistan,TKM,2004,60618360,
Turkmenistan,TKM,2005,30906240,
Turkmenistan,TKM,2006,40850532,
Turkmenistan,TKM,2007,22423744,
Turkmenistan,TKM,2008,12445717,
Turkmenistan,TKM,2009,40807120,
Turkmenistan,TKM,2010,40122148,
Turkmenistan,TKM,2011,38446492,
Turkmenistan,TKM,2012,36252468,
Turkmenistan,TKM,2013,31826008,
Turkmenistan,TKM,2014,32147946,
Turkmenistan,TKM,2015,25092402,
Turkmenistan,TKM,2016,34698410,
Turkmenistan,TKM,2017,30047802,
Turkmenistan,TKM,2018,21319742,
Turkmenistan,TKM,2019,27652808,
Turkmenistan,TKM,2020,36799236,
Turkmenistan,TKM,2021,28911436,
Turkmenistan,TKM,2022,16325649,
Turkmenistan,TKM,2023,34597710,
Turks and Caicos Islands,TCA,1974,13084173,
Turks and Caicos Islands,TCA,1975,14830281,
Turks and Caicos Islands,TCA,1976,18251528,
Turks and Caicos Islands,TCA,1977,15179274,
Turks and Caicos Islands,TCA,1978,9932839,
Turks and Caicos Islands,TCA,1979,6556227,
Turks and Caicos Islands,TCA,1980,7420501,
Turks and Caicos Islands,TCA,1981,15779588,
Turks and Caicos Islands,TCA,1982,24456890,
Turks and Caicos Islands,TCA,1983,17396508,
Turks and Caicos Islands,TCA,1984,18858132,
Turks and Caicos Islands,TCA,1985,15105137,
Turks and Caicos Islands,TCA,1986,20304724,
Turks and Caicos Islands,TCA,1987,18714372,
Turks and Caicos Islands,TCA,1988,13411030,
Turks and Caicos Islands,TCA,1989,14977027,
Turks and Caicos Islands,TCA,1990,17127376,
Turks and Caicos Islands,TCA,1991,24177992,
Turks and Caicos Islands,TCA,1992,19705888,
Turks and Caicos Islands,TCA,1993,16375364,
Turks and Caicos Islands,TCA,1994,22928916,
Turks and Caicos Islands,TCA,1995,7609769,
Turks and Caicos Islands,TCA,1996,5554994,
Turks and Caicos Islands,TCA,1997,5352382,
Turks and Caicos Islands,TCA,1998,7667807,
Turks and Caicos Islands,TCA,1999,9670987,
Turks and Caicos Islands,TCA,2000,9066531,
Turks and Caicos Islands,TCA,2001,9529973,
Turks and Caicos Islands,TCA,2002,5660119,
Turks and Caicos Islands,TCA,2003,2720831,
Turks and Caicos Islands,TCA,2004,3532201,
Turks and Caicos Islands,TCA,2005,5907191,
Turks and Caicos Islands,TCA,2006,-468413,
Turks and Caicos Islands,TCA,2007,15339231,
Tuvalu,TUV,1975,192921,
Tuvalu,TUV,1976,14280575,
Tuvalu,TUV,1977,10458408,
Tuvalu,TUV,1978,10047134,
Tuvalu,TUV,1979,12513801,
Tuvalu,TUV,1980,12118638,
Tuvalu,TUV,1981,12557583,
Tuvalu,TUV,1982,15389452,
Tuvalu,TUV,1983,11505246,
Tuvalu,TUV,1984,15773531,
Tuvalu,TUV,1985,9987587,
Tuvalu,TUV,1986,11466493,
Tuvalu,TUV,1987,58552750,
Tuvalu,TUV,1988,24885804,
Tuvalu,TUV,1989,10644531,
Tuvalu,TUV,1990,8658910,
Tuvalu,TUV,1991,8860504,
Tuvalu,TUV,1992,11986885,
Tuvalu,TUV,1993,8003129,
Tuvalu,TUV,1994,10479157,
Tuvalu,TUV,1995,11689384,
Tuvalu,TUV,1996,13049831,
Tuvalu,TUV,1997,11237651,
Tuvalu,TUV,1998,9524213,
Tuvalu,TUV,1999,7273877,
Tuvalu,TUV,2000,7933483,
Tuvalu,TUV,2001,12147751,
Tuvalu,TUV,2002,15235497,
Tuvalu,TUV,2003,8704155,
Tuvalu,TUV,2004,10880800,
Tuvalu,TUV,2005,11329368,
Tuvalu,TUV,2006,15299855,
Tuvalu,TUV,2007,11737110,
Tuvalu,TUV,2008,16215736,
Tuvalu,TUV,2009,15195547,
Tuvalu,TUV,2010,12150385,
Tuvalu,TUV,2011,30417536,
Tuvalu,TUV,2012,21981104,
Tuvalu,TUV,2013,24787898,
Tuvalu,TUV,2014,32093384,
Tuvalu,TUV,2015,53038450,
Tuvalu,TUV,2016,26731826,
Tuvalu,TUV,2017,30384540,
Tuvalu,TUV,2018,28341128,
Tuvalu,TUV,2019,38659890,
Tuvalu,TUV,2020,44963324,
Tuvalu,TUV,2021,34543452,
Tuvalu,TUV,2022,63560950,
Tuvalu,TUV,2023,66938284,
UNDP,,1968,468044700,
UNDP,,1969,1237321300,
UNDP,,1970,1454140700,
UNDP,,1971,1454788900,
UNDP,,1972,1637998700,
UNDP,,1973,1516364700,
UNDP,,1974,1480714400,
UNDP,,1975,1587838300,
UNDP,,1976,1765007600,
UNDP,,1977,1555477100,
UNDP,,1978,1753105700,
UNDP,,1979,1573292300,
UNDP,,1980,1671186700,
UNDP,,1981,1820804900,
UNDP,,1982,1780095100,
UNDP,,1983,1752383500,
UNDP,,1984,1725745500,
UNDP,,1985,1734711000,
UNDP,,1986,1712734800,
UNDP,,1987,1700363400,
UNDP,,1988,1691222400,
UNDP,,1989,1662021100,
UNDP,,1990,1718749800,
UNDP,,1991,1599855900,
UNDP,,1992,1577003300,
UNDP,,1993,1444448800,
UNDP,,1994,1423214000,
UNDP,,1995,1239122300,
UNDP,,1996,1217412400,
UNDP,,1997,1161327700,
UNDP,,1998,1174106900,
UNDP,,1999,1097921700,
UNDP,,2000,1067553600,
UNDP,,2001,1198908400,
UNDP,,2002,1257192200,
UNDP,,2003,1198873700,
UNDP,,2004,1221136300,
UNDP,,2005,1454620400,
UNDP,,2006,1170327700,
UNDP,,2007,1254932700,
UNDP,,2008,1122684900,
UNDP,,2009,1026373200,
UNDP,,2010,1005588200,
UNDP,,2011,938844540,
UNDP,,2012,869517200,
UNDP,,2013,864459140,
UNDP,,2014,754873600,
UNDP,,2015,845832400,
UNDP,,2016,665840200,
UNDP,,2017,688925600,
UNDP,,2018,669256060,
UNDP,,2019,738375940,
UNDP,,2020,790950660,
UNDP,,2021,615207700,
UNDP,,2022,602826940,
UNDP,,2023,566764100,
UNFPA,,1976,192058200,
UNFPA,,1977,201640160,
UNFPA,,1978,201540180,
UNFPA,,1979,292206200,
UNFPA,,1980,429977120,
UNFPA,,1981,387274270,
UNFPA,,1982,361907230,
UNFPA,,1983,357514430,
UNFPA,,1984,352324100,
UNFPA,,1985,342701470,
UNFPA,,1986,333064580,
UNFPA,,1987,291470100,
UNFPA,,1988,299483420,
UNFPA,,1989,329626880,
UNFPA,,1990,326682100,
UNFPA,,1991,353213150,
UNFPA,,1992,343638340,
UNFPA,,1993,351838430,
UNFPA,,1994,410073900,
UNFPA,,1995,396994430,
UNFPA,,1996,403805660,
UNFPA,,1997,392863780,
UNFPA,,1998,448992540,
UNFPA,,1999,352319600,
UNFPA,,2000,447548200,
UNFPA,,2001,498832740,
UNFPA,,2002,382300220,
UNFPA,,2003,373851460,
UNFPA,,2004,418424740,
UNFPA,,2005,413018700,
UNFPA,,2006,399844380,
UNFPA,,2007,431927680,
UNFPA,,2008,392687580,
UNFPA,,2009,472606750,
UNFPA,,2010,489040670,
UNFPA,,2011,437351360,
UNFPA,,2012,469145600,
UNFPA,,2013,460342700,
UNFPA,,2014,479923200,
UNFPA,,2015,415710200,
UNFPA,,2016,416075740,
UNFPA,,2017,373876260,
UNFPA,,2018,416433950,
UNFPA,,2019,396625760,
UNFPA,,2020,456803000,
UNFPA,,2021,416370180,
UNFPA,,2022,451669760,
UNFPA,,2023,399269860,
UNHCR,,1969,32131214,
UNHCR,,1970,33354226,
UNHCR,,1971,75628060,
UNHCR,,1972,72303550,
UNHCR,,1973,943856,
UNHCR,,1974,42085596,
UNHCR,,1975,81477704,
UNHCR,,1976,88008780,
UNHCR,,1977,57574756,
UNHCR,,1978,110937976,
UNHCR,,1979,357520580,
UNHCR,,1980,537796540,
UNHCR,,1981,665012500,
UNHCR,,1982,498793700,
UNHCR,,1983,546714300,
UNHCR,,1984,578489100,
UNHCR,,1985,557027600,
UNHCR,,1986,510865200,
UNHCR,,1987,512273180,
UNHCR,,1988,528486080,
UNHCR,,1989,587762200,
UNHCR,,1990,698916350,
UNHCR,,1991,745546300,
UNHCR,,1992,975529300,
UNHCR,,1993,811210900,
UNHCR,,1994,1027646700,
UNHCR,,1995,963593800,
UNHCR,,1996,916605630,
UNHCR,,1997,705197200,
UNHCR,,1998,841456500,
UNHCR,,1999,487858270,
UNHCR,,2000,777787460,
UNHCR,,2001,882338050,
UNHCR,,2002,950526340,
UNHCR,,2003,744475500,
UNHCR,,2004,370137280,
UNHCR,,2005,421092060,
UNHCR,,2006,341722000,
UNHCR,,2007,397791040,
UNHCR,,2008,354995870,
UNHCR,,2009,402845380,
UNHCR,,2010,390256160,
UNHCR,,2011,409155460,
UNHCR,,2012,365167100,
UNHCR,,2013,374482850,
UNHCR,,2014,411804640,
UNHCR,,2015,502392420,
UNHCR,,2016,425789980,
UNHCR,,2017,498812030,
UNHCR,,2018,490041120,
UNHCR,,2019,477363100,
UNHCR,,2020,472570560,
UNHCR,,2021,503199070,
UNHCR,,2022,511342660,
UNHCR,,2023,479165060,
UNICEF,,1968,82227260,
UNICEF,,1969,188103400,
UNICEF,,1970,187249600,
UNICEF,,1971,242701970,
UNICEF,,1972,322607840,
UNICEF,,1973,313252740,
UNICEF,,1974,265707700,
UNICEF,,1975,344465540,
UNICEF,,1976,303830180,
UNICEF,,1977,324283420,
UNICEF,,1978,362109250,
UNICEF,,1979,387228380,
UNICEF,,1980,431691500,
UNICEF,,1981,427724770,
UNICEF,,1982,421250850,
UNICEF,,1983,428015500,
UNICEF,,1984,471192420,
UNICEF,,1985,504881900,
UNICEF,,1986,513938000,
UNICEF,,1987,542214000,
UNICEF,,1988,679377700,
UNICEF,,1989,577687740,
UNICEF,,1990,723946300,
UNICEF,,1991,568510600,
UNICEF,,1992,699905660,
UNICEF,,1993,615968200,
UNICEF,,1994,621990300,
UNICEF,,1995,528954880,
UNICEF,,1996,552352400,
UNICEF,,1997,570655500,
UNICEF,,1998,595625800,
UNICEF,,1999,560566800,
UNICEF,,2000,644640400,
UNICEF,,2001,726506240,
UNICEF,,2002,775077250,
UNICEF,,2003,725173600,
UNICEF,,2004,836408640,
UNICEF,,2005,845352500,
UNICEF,,2006,779460900,
UNICEF,,2007,634992800,
UNICEF,,2008,592418900,
UNICEF,,2009,657296060,
UNICEF,,2010,638711100,
UNICEF,,2011,681631040,
UNICEF,,2012,632448500,
UNICEF,,2013,618969600,
UNICEF,,2014,695269060,
UNICEF,,2015,602330240,
UNICEF,,2016,684362200,
UNICEF,,2017,625507650,
UNICEF,,2018,665143200,
UNICEF,,2019,623214400,
UNICEF,,2020,686629400,
UNICEF,,2021,488859700,
UNICEF,,2022,735258700,
UNICEF,,2023,572572350,
UNRWA,,1968,72576936,
UNRWA,,1969,289042980,
UNRWA,,1970,294950270,
UNRWA,,1971,319385200,
UNRWA,,1972,300700400,
UNRWA,,1973,229885800,
UNRWA,,1974,366406940,
UNRWA,,1975,284387040,
UNRWA,,1976,354711600,
UNRWA,,1977,348913760,
UNRWA,,1978,353776220,
UNRWA,,1979,312329900,
UNRWA,,1980,328943000,
UNRWA,,1981,370269280,
UNRWA,,1982,341572400,
UNRWA,,1983,333001900,
UNRWA,,1984,339609540,
UNRWA,,1985,337620260,
UNRWA,,1986,314732400,
UNRWA,,1987,293070270,
UNRWA,,1988,278274750,
UNRWA,,1989,379176640,
UNRWA,,1990,314441300,
UNRWA,,1991,378508960,
UNRWA,,1992,379847330,
UNRWA,,1993,334513470,
UNRWA,,1994,343032260,
UNRWA,,1995,302488200,
UNRWA,,1996,287576830,
UNRWA,,1997,251872670,
UNRWA,,1998,288334700,
UNRWA,,1999,177396130,
UNRWA,,2000,425057900,
UNRWA,,2001,469465600,
UNRWA,,2002,488128580,
UNRWA,,2003,498765900,
UNRWA,,2004,286998720,
UNRWA,,2005,280651940,
UNRWA,,2006,292551230,
UNRWA,,2007,283105800,
UNRWA,,2008,268959870,
UNRWA,,2009,320583840,
UNRWA,,2010,338117800,
UNRWA,,2011,306969380,
UNRWA,,2012,340101440,
UNRWA,,2013,321563840,
UNRWA,,2014,219588740,
UNRWA,,2015,259464140,
UNRWA,,2016,201115090,
UNRWA,,2017,381916350,
UNRWA,,2018,440819260,
UNRWA,,2019,423540830,
UNRWA,,2020,459232860,
UNRWA,,2021,262009420,
UNRWA,,2022,286185820,
UNRWA,,2023,377399840,
Uganda,UGA,1960,216738800,
Uganda,UGA,1961,216242740,
Uganda,UGA,1962,274834460,
Uganda,UGA,1963,186117220,
Uganda,UGA,1964,202242820,
Uganda,UGA,1965,168935490,
Uganda,UGA,1966,181089400,
Uganda,UGA,1967,171457760,
Uganda,UGA,1968,172972200,
Uganda,UGA,1969,202070700,
Uganda,UGA,1970,236390720,
Uganda,UGA,1971,207941280,
Uganda,UGA,1972,243052900,
Uganda,UGA,1973,108799750,
Uganda,UGA,1974,73838940,
Uganda,UGA,1975,199564720,
Uganda,UGA,1976,78482130,
Uganda,UGA,1977,60058228,
Uganda,UGA,1978,118914840,
Uganda,UGA,1979,126834440,
Uganda,UGA,1980,279689340,
